"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"200504A003905","A","5099","Unclassified","0","Serious","None",2005-01-16,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.811195,"Darkness - lights lit","Blackpool","Blackpool","331040","435500",-3.048789,"E01012673",1,1,"0","4","Lancashire","Wet or damp","Single carriageway","None",30,"17:18","Urban","Raining no high winds",2005,"No"
"200504A004005","A","583","Unclassified","0","Slight","None",2005-01-22,"Saturday","1","Stop sign","T or staggered junction",53.817822,"Darkness - lights lit","Blackpool","Blackpool","330870","436240",-3.051536,"E01012737",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:25","Urban","Fine no high winds",2005,"No"
"200504A004205","A","5073","Unclassified","0","Slight","None",2005-01-23,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.803205,"Daylight","Blackpool","Blackpool","332470","434590",-3.026875,"E01012694",3,2,"0","8","Lancashire","Dry","Single carriageway","None",30,"15:52","Urban","Fine no high winds",2005,"No"
"200504A004305","B","5390","Unclassified","0","Slight","None",2005-01-18,"Tuesday","2","Auto traffic signal","Crossroads",53.814915,"Darkness - lights lit","Blackpool","Blackpool","331310","435910",-3.044781,"E01012736",1,1,"0","5","Lancashire","Wet or damp","Single carriageway","None",30,"21:20","Urban","Raining no high winds",2005,"No"
"200504A004405","A","586","Unclassified","0","Fatal","None",2005-01-24,"Monday","1","Auto traffic signal","Roundabout",53.833315,"Daylight","Blackpool","Blackpool","332510","437940",-3.027004,"E01012711",1,2,"0","5","Lancashire","Dry","Roundabout","None",30,"11:13","Urban","Fine no high winds",2005,"No"
"200504A004505","Unclassified","0",NA,"0","Slight","None",2005-01-24,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.815598,"Darkness - no lighting","Fylde","Lancashire","335230","435930",-2.985256,"E01025028",2,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"21:50","Rural","Fine no high winds",2005,"No"
"200504A004605","A","583","Unclassified","0","Slight","None",2005-01-22,"Saturday","1","Auto traffic signal","Crossroads",53.774354,"Darkness - lights lit","Fylde","Lancashire","344610","431220",-2.841956,"E01025015",2,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"16:55","Rural","Fine no high winds",2005,"No"
"200504A004705","A","5073","Unclassified","0","Slight","None",2005-01-26,"Wednesday","2","Give way or uncontrolled","T or staggered junction",53.799581,"Daylight","Blackpool","Blackpool","331560","434200",-3.040603,"E01012745",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"08:50","Urban","Fine no high winds",2005,"No"
"200504A004805","Unclassified","0","Unclassified","0","Serious","None",2005-01-28,"Friday","1","Give way or uncontrolled","T or staggered junction",53.785413,"Darkness - lights lit","Blackpool","Blackpool","333180","432600",-3.015664,"E01012730",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"20:16","Urban","Fine no high winds",2005,"No"
"200504A004905","B","5262","B","5262","Slight","None",2005-01-28,"Friday","1","Auto traffic signal","Crossroads",53.79151,"Daylight","Blackpool","Blackpool","331010","433310",-3.048753,"E01012755",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"11:11","Urban","Fine no high winds",2005,"No"
"200504A005005","A","584",NA,"0","Slight","None",2005-01-28,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.870394,"Daylight","Blackpool","Blackpool","331550","442080",-3.042513,"E01012719",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"08:48","Urban","Fine no high winds",2005,"No"
"200504A005105","B","5262","Unclassified","0","Slight","None",2005-01-29,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.780834,"Daylight","Blackpool","Blackpool","331150","432120",-3.046362,"E01012725",2,5,"0","1","Lancashire","Dry","Single carriageway","None",30,"12:18","Urban","Fine no high winds",2005,"No"
"200504A005205","A","586",NA,"0","Slight","None",2005-01-27,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.822078,"Daylight","Blackpool","Blackpool","331110","436710",-3.047997,"E01012681",1,1,"0","0","Lancashire","Dry","One way street","None",30,"11:55","Urban","Fine no high winds",2005,"No"
"200504A005305","A","585",NA,"0","Slight","None",2005-01-31,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.808782,"Daylight","Fylde","Lancashire","341400","435090",-2.891395,"E01025026",1,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"16:21","Rural","Fine + high winds",2005,"No"
"200504A005405","Unclassified","0","Unclassified","0","Slight","None",2005-01-31,"Monday","1","Give way or uncontrolled","Crossroads",53.807414,"Darkness - lights lit","Blackpool","Blackpool","333050","435050",-3.01817,"E01012713",1,2,"0","0","Lancashire","Data missing or out of range","Single carriageway","Mud",30,"19:44","Urban","Fine no high winds",2005,"No"
"200504A005505","Unclassified","0","Unclassified","0","Slight","None",2005-01-31,"Monday","1","Give way or uncontrolled","T or staggered junction",53.846151,"Daylight","Blackpool","Blackpool","331030","439390",-3.049814,"E01012668",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:50","Urban","Fine + high winds",2005,"No"
"200504A005605","A","586","Unclassified","0","Serious","None",2005-01-12,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.833592,"Darkness - lights lit","Blackpool","Blackpool","332570","437970",-3.026099,"E01012723",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"07:14","Urban","Fine no high winds",2005,"No"
"200504A005705","A","587","Unclassified","0","Slight","None",2005-01-28,"Friday","1","Auto traffic signal","T or staggered junction",53.829736,"Daylight","Blackpool","Blackpool","332630","437540",-3.025093,"E01012707",1,1,"0","4","Lancashire","Dry","Dual carriageway","None",30,"13:14","Urban","Fine no high winds",2005,"No"
"200504A005805","Unclassified","0","Unclassified","0","Slight","None",2005-01-31,"Monday","1","Auto traffic signal","Crossroads",53.738706,"Daylight","Fylde","Lancashire","334790","427380",-2.990128,"E01024982",2,2,"0","8","Lancashire","Wet or damp","Single carriageway","None",30,"08:03","Urban","Fine no high winds",2005,"No"
"200504A005905","Unclassified","0","Unclassified","0","Slight","None",2005-01-27,"Thursday","2","Give way or uncontrolled","Crossroads",53.825334,"Darkness - lights lit","Blackpool","Blackpool","332640","437050",-3.024833,"E01012708",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"17:30","Urban","Unknown",2005,"No"
"200504A006005","Unclassified","0","Unclassified","0","Slight","None",2005-02-01,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.821263,"Daylight","Blackpool","Blackpool","332430","436600",-3.027924,"E01012676",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"15:27","Urban","Fine no high winds",2005,"No"
"200504A006105","Unclassified","0","Unclassified","0","Slight","None",2005-01-24,"Monday","2","Give way or uncontrolled","Other junction",53.821729,"Daylight","Blackpool","Blackpool","333260","436640",-3.015327,"E01012722",1,2,"0","0","Lancashire","Dry","One way street","None",30,"09:05","Urban","Fine no high winds",2005,"No"
"200504A006205","Unclassified","0","Unclassified","0","Slight","None",2005-02-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.796067,"Daylight","Blackpool","Blackpool","331490","433810",-3.041579,"E01012746",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:28","Urban","Fine no high winds",2005,"No"
"200504A006305","A","587",NA,"0","Slight","None",2005-01-30,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.842975,"Daylight","Blackpool","Blackpool","332160","439020",-3.03256,"E01012691",1,2,"0","4","Lancashire","Wet or damp","Single carriageway","None",30,"11:48","Urban","Raining no high winds",2005,"No"
"200504A006405","Unclassified","0","Unclassified","0","Slight","None",2005-02-04,"Friday","1","Give way or uncontrolled","T or staggered junction",53.805379,"Darkness - lights lit","Blackpool","Blackpool","333300","434820",-3.014324,"E01012714",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"19:56","Urban","Fine no high winds",2005,"No"
"200504A006505","Unclassified","0",NA,"0","Slight","None",2005-01-29,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.823282,"Daylight","Blackpool","Blackpool","331380","436840",-3.043925,"E01012679",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:04","Urban","Fine no high winds",2005,"No"
"200504A006605","Unclassified","0","Unclassified","0","Serious","None",2005-02-03,"Thursday","1","Give way or uncontrolled","T or staggered junction",53.79759,"Darkness - lights lit","Blackpool","Blackpool","331460","433980",-3.042072,"E01012746",1,3,"0","4","Lancashire","Dry","Single carriageway","None",30,"03:20","Urban","Fine no high winds",2005,"No"
"200504A006705","Unclassified","0","Unclassified","0","Slight","None",2005-02-04,"Friday","2","Give way or uncontrolled","Other junction",53.743277,"Daylight","Fylde","Lancashire","334690","427890",-2.991751,"E01024983",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"17:20","Urban","Fine no high winds",2005,"No"
"200504A006805","Unclassified","0","Unclassified","0","Slight","None",2005-02-07,"Monday","1","Give way or uncontrolled","T or staggered junction",53.817929,"Daylight","Blackpool","Blackpool","331000","436250",-3.049564,"E01012737",1,1,"0","0","Lancashire","Dry","One way street","None",30,"15:00","Urban","Fine no high winds",2005,"No"
"200504A006905","A","584",NA,"0","Slight","None",2005-02-06,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.740235,"Darkness - lights lit","Fylde","Lancashire","337740","427510",-2.945436,"E01025022",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:45","Urban","Fine no high winds",2005,"No"
"200504A007005","Unclassified","0",NA,"0","Slight","None",2005-02-05,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.83049,"Daylight","Blackpool","Blackpool","330850","437650",-3.052158,"E01012748",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:59","Urban","Fine no high winds",2005,"No"
"200504A007105","Unclassified","0","Unclassified","0","Serious","None",2005-02-08,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.846475,"Darkness - lights lit","Blackpool","Blackpool","332120","439410",-3.033254,"E01012692",1,1,"0","8","Lancashire","Wet or damp","Single carriageway","None",30,"19:50","Urban","Fine no high winds",2005,"No"
"200504A007205","A","585","Unclassified","0","Slight","None",2005-02-08,"Tuesday","1","Give way or uncontrolled","Roundabout",53.821831,"Daylight","Fylde","Lancashire","340760","436550",-2.901394,"E01025026",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",40,"08:40","Rural","Fine no high winds",2005,"No"
"200504A007305","B","5390","Unclassified","0","Slight","None",2005-02-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.806203,"Darkness - lights lit","Blackpool","Blackpool","332030","434930",-3.03363,"E01012741",1,4,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"19:00","Urban","Raining no high winds",2005,"No"
"200504A007405","Motorway","6",NA,"0","Serious","Other object on road",2005-02-11,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",54.138854,"Daylight","Lancaster","Lancashire","351620","471700",-2.742031,"E01025098",4,4,"0","0","Lancashire","Wet or damp","Dual carriageway","Roadworks",70,"15:49","Rural","Raining no high winds",2005,"No"
"200504A007505","B","5262","Unclassified","0","Slight","None",2005-02-14,"Monday","1","Give way or uncontrolled","T or staggered junction",53.799669,"Darkness - lights lit","Blackpool","Blackpool","330870","434220",-3.051082,"E01012671",1,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"03:00","Urban","Fine no high winds",2005,"No"
"200504A007605","Unclassified","0",NA,"0","Slight","None",2005-02-11,"Friday","2","Data missing or out of range","Not at junction or within 20 metres",53.848864,"Daylight","Blackpool","Blackpool","331840","439680",-3.037569,"E01012705",1,1,"0","1","Lancashire","Wet or damp","Single carriageway","None",30,"15:40","Urban","Raining no high winds",2005,"No"
"200504A007705","A","583",NA,"0","Serious","None",2005-02-13,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.801514,"Daylight","Blackpool","Blackpool","334710","434370",-2.992821,"E01012686",1,1,"0","0","Lancashire","Dry","Dual carriageway","None",30,"13:40","Urban","Fine no high winds",2005,"No"
"200504A007805","A","586","Unclassified","0","Slight","None",2005-02-12,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.820899,"Darkness - lights lit","Blackpool","Blackpool","331030","436580",-3.049183,"E01012737",1,2,"0","0","Lancashire","Wet or damp","One way street","None",30,"19:00","Urban","Fine + high winds",2005,"No"
"200504A008005","Unclassified","0","Unclassified","0","Slight","None",2005-02-06,"Sunday","2","Give way or uncontrolled","T or staggered junction",53.799711,"Daylight","Blackpool","Blackpool","333250","434190",-3.014947,"E01012688",2,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"12:30","Urban","Raining no high winds",2005,"No"
"200504A008105","Unclassified","0","Unclassified","0","Slight","None",2005-02-11,"Friday","1","Give way or uncontrolled","Slip road",53.764381,"Daylight","Fylde","Lancashire","337500","430200",-2.949619,"E01025031",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",60,"16:49","Rural","Fine no high winds",2005,"No"
"200504A008205","Unclassified","0","Unclassified","0","Slight","None",2005-02-02,"Wednesday","1","Give way or uncontrolled","Other junction",53.799621,"Daylight","Blackpool","Blackpool","333250","434180",-3.014944,"E01012688",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"17:00","Urban","Raining no high winds",2005,"No"
"200504A008305","B","5260","Unclassified","0","Slight","None",2005-02-13,"Sunday","1","Give way or uncontrolled","Other junction",53.831264,"Daylight","Fylde","Lancashire","338420","437630",-2.937152,"E01025026",2,1,"0","0","Lancashire","Dry","Single carriageway","None",60,"15:20","Rural","Fine no high winds",2005,"No"
"200504A008405","A","587","A","584","Slight","None",2005-02-10,"Thursday","2","Auto traffic signal","Crossroads",53.870484,"Daylight","Blackpool","Blackpool","331550","442090",-3.042515,"E01012663",1,2,"0","0","Lancashire","Dry","Single carriageway","Roadworks",30,"09:25","Urban","Fine no high winds",2005,"No"
"200504A008505","A","583","Unclassified","0","Slight","None",2005-02-14,"Monday","2","Give way or uncontrolled","T or staggered junction",53.804343,"Daylight","Blackpool","Blackpool","332930","434710",-3.019918,"E01012685",1,2,"0","8","Lancashire","Dry","Dual carriageway","None",30,"15:00","Urban","Fine no high winds",2005,"No"
"200504A008605","A","584","Unclassified","0","Slight","None",2005-02-07,"Monday","2","Give way or uncontrolled","Roundabout",53.832895,"Daylight","Blackpool","Blackpool","330690","437920",-3.054649,"E01012748",1,2,"0","0","Lancashire","Dry","Roundabout","None",30,"08:30","Urban","Fine no high winds",2005,"No"
"200504A008705","Unclassified","0",NA,"0","Slight","None",2005-02-14,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.815421,"Daylight","Blackpool","Blackpool","333120","435940",-3.017301,"E01012713",1,4,"0","4","Lancashire","Dry","Single carriageway","None",30,"16:45","Rural","Fine no high winds",2005,"No"
"200504A008805","Unclassified","0",NA,"0","Slight","None",2005-02-16,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",53.807639,"Daylight","Fylde","Lancashire","335540","435040",-2.980362,"E01025027",1,1,"0","0","Lancashire","Dry","Single carriageway","Road surface defective",60,"12:45","Rural","Fine no high winds",2005,"No"
"200504A008905","Unclassified","0","Unclassified","0","Slight","None",2005-01-17,"Monday","1","Give way or uncontrolled","Mini-roundabout",53.776596,"Daylight","Fylde","Lancashire","339720","431530",-2.916206,"E01025019",3,2,"0","0","Lancashire","Wet or damp","Roundabout","None",30,"16:28","Rural","Raining no high winds",2005,"No"
"200504A009005","Unclassified","0","Unclassified","0","Slight","None",2005-02-15,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.785445,"Daylight","Blackpool","Blackpool","330680","432640",-3.053611,"E01012726",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"16:50","Urban","Fine no high winds",2005,"No"
"200504A009105","Unclassified","0","Unclassified","0","Slight","None",2005-02-15,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.797203,"Daylight","Blackpool","Blackpool","332620","433920",-3.024451,"E01012685",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:35","Urban","Fine no high winds",2005,"No"
"200504A009205","Unclassified","0","Unclassified","0","Slight","None",2005-02-16,"Wednesday","1","Auto traffic signal","T or staggered junction",53.753795,"Darkness - lights lit","Fylde","Lancashire","333300","429080",-3.013081,"E01025003",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"20:21","Urban","Fine no high winds",2005,"No"
"200504A009305","Unclassified","0","Unclassified","0","Slight","None",2005-02-18,"Friday","1","Give way or uncontrolled","Crossroads",53.801179,"Daylight","Blackpool","Blackpool","333490","434350",-3.011338,"E01012689",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:15","Urban","Fine no high winds",2005,"No"
"200504A009505","Unclassified","0","Unclassified","0","Serious","None",2005-02-18,"Friday","1","Auto traffic signal","T or staggered junction",53.800282,"Daylight","Blackpool","Blackpool","333500","434250",-3.011165,"E01012688",4,8,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:40","Urban","Fine no high winds",2005,"No"
"200504A009605","Unclassified","0","Unclassified","0","Slight","None",2005-02-20,"Sunday","1","Give way or uncontrolled","Other junction",53.786353,"Daylight","Blackpool","Blackpool","330750","432740",-3.052571,"E01012726",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:00","Urban","Fine no high winds",2005,"No"
"200504A009705","A","587","Unclassified","0","Slight","None",2005-02-18,"Friday","1","Give way or uncontrolled","T or staggered junction",53.819999,"Darkness - lights lit","Blackpool","Blackpool","333080","436450",-3.018019,"E01012722",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:27","Urban","Fine no high winds",2005,"No"
"200504A009805","A","584","Unclassified","0","Slight","None",2005-02-19,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.736963,"Daylight","Fylde","Lancashire","337430","427150",-2.950062,"E01024991",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:25","Urban","Fine no high winds",2005,"No"
"200504A009905","B","5265","Unclassified","0","Slight","None",2005-02-18,"Friday","1","Give way or uncontrolled","T or staggered junction",53.836856,"Daylight","Blackpool","Blackpool","332100","438340",-3.033321,"E01012693",2,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"12:17","Urban","Fine no high winds",2005,"No"
"200504A010005","A","587","Unclassified","0","Slight","None",2005-02-20,"Sunday","2","Give way or uncontrolled","T or staggered junction",53.810993,"Daylight","Blackpool","Blackpool","332930","435450",-3.020079,"E01012712",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:45","Rural","Fine no high winds",2005,"No"
"200504A010105","Unclassified","0","Unclassified","0","Slight","None",2005-02-20,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.804336,"Darkness - lights lit","Blackpool","Blackpool","333580","434700",-3.010047,"E01012714",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"03:49","Urban","Fine no high winds",2005,"No"
"200504A010205","Unclassified","0","Unclassified","0","Slight","None",2005-02-12,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.740541,"Daylight","Fylde","Lancashire","336550","427560",-2.963486,"E01024992",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:10","Urban","Fine no high winds",2005,"No"
"200504A010305","Unclassified","0","Unclassified","0","Serious","None",2005-02-26,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.810456,"Darkness - lights lit","Blackpool","Blackpool","332260","435400",-3.030242,"E01012740",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:35","Urban","Fine no high winds",2005,"No"
"200504A010405","B","5390",NA,"0","Slight","None",2005-02-18,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.810641,"Darkness - lights lit","Blackpool","Blackpool","331610","435430",-3.040118,"E01012738",3,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:20","Urban","Fine no high winds",2005,"No"
"200504A010505","B","5269","Unclassified","0","Slight","None",2005-02-07,"Monday","2","Stop sign","Crossroads",53.838533,"Daylight","Fylde","Lancashire","342230","438390",-2.879413,"E01024993",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"12:20","Rural","Fine no high winds",2005,"No"
"200504A010605","A","585","Unclassified","0","Slight","None",2005-02-26,"Saturday","2","Auto traffic signal","Crossroads",53.847709,"Daylight","Fylde","Lancashire","337660","439470",-2.949072,"E01025026",1,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"13:45","Rural","Fine no high winds",2005,"No"
"200504A010705","Unclassified","0","Unclassified","0","Slight","None",2005-02-24,"Thursday","2","Give way or uncontrolled","Private drive or entrance",53.778076,"Daylight","Blackpool","Blackpool","332040","431800",-3.032787,"E01025024",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"15:22","Urban","Fine no high winds",2005,"No"
"200504A010805","A","587","Unclassified","0","Slight","None",2005-02-20,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.847428,"Daylight","Blackpool","Blackpool","331850","439520",-3.037382,"E01012705",2,2,"0","1","Lancashire","Dry","Single carriageway","None",30,"15:40","Urban","Fine no high winds",2005,"No"
"200504A010905","Unclassified","0","Unclassified","0","Slight","None",2005-03-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.795316,"Daylight","Blackpool","Blackpool","332620","433710",-3.024405,"E01012697",1,2,"0","0","Lancashire","Dry","Single carriageway","Roadworks",30,"09:38","Urban","Fine no high winds",2005,"No"
"200504A011005","A","583",NA,"0","Slight","None",2005-03-01,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.775232,"Daylight","Fylde","Lancashire","344410","431320",-2.845009,"E01025014",1,3,"0","0","Lancashire","Dry","Single carriageway","None",50,"08:20","Rural","Fine no high winds",2005,"No"
"200504A011105","B","5260",NA,"0","Serious","None",2005-02-24,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.827144,"Darkness - no lighting","Fylde","Lancashire","338540","437170",-2.935237,"E01025026",4,1,"0","0","Lancashire","Dry","Single carriageway","None",60,"01:31","Rural","Fine no high winds",2005,"No"
"200504A011205","Unclassified","0",NA,"0","Slight","Other object on road",2005-03-01,"Tuesday","2","Data missing or out of range","Not at junction or within 20 metres",53.812747,"Daylight","Fylde","Lancashire","335430","435610",-2.982151,"E01025027",1,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"08:15","Rural","Fine no high winds",2005,"No"
"200504A011305","A","585",NA,"0","Serious","None",2005-02-04,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.819512,"Daylight","Fylde","Lancashire","340920","436290",-2.898914,"E01025026",1,2,"0","0","Lancashire","Dry","Single carriageway","None",40,"15:40","Rural","Fine no high winds",2005,"No"
"200504A011405","Unclassified","0","A","583","Serious","None",2005-03-02,"Wednesday","2","Auto traffic signal","T or staggered junction",53.802527,"Daylight","Blackpool","Blackpool","333490","434500",-3.01137,"E01012714",1,2,"0","8","Lancashire","Dry","Single carriageway","None",30,"13:00","Urban","Fine no high winds",2005,"No"
"200504A011505","Unclassified","0","Unclassified","0","Slight","None",2005-03-03,"Thursday","1","Give way or uncontrolled","T or staggered junction",53.79737,"Darkness - lights lit","Blackpool","Blackpool","331830","433950",-3.036449,"E01012746",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"20:00","Urban","Fine no high winds",2005,"No"
"200504A011605","A","585",NA,"0","Slight","None",2005-03-03,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.857443,"Daylight","Fylde","Lancashire","335680","440580",-2.979397,"E01025545",1,2,"0","0","Lancashire","Dry","Single carriageway","None",40,"09:30","Rural","Fine no high winds",2005,"No"
"200504A011705","Unclassified","0","Unclassified","0","Slight","None",2005-01-10,"Monday","2","Give way or uncontrolled","T or staggered junction",53.806252,"Darkness - lights lit","Blackpool","Blackpool","331040","434950",-3.048665,"E01012674",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"17:10","Urban","Fine no high winds",2005,"No"
"200504A011805","A","586","Unclassified","0","Slight","None",2005-03-05,"Saturday","2","Auto traffic signal","Crossroads",53.825655,"Darkness - lights lit","Blackpool","Blackpool","331660","437100",-3.03973,"E01012680",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"22:00","Urban","Fine no high winds",2005,"No"
"200504A011905","A","583","Unclassified","0","Slight","None",2005-03-06,"Sunday","1","Auto traffic signal","Crossroads",53.778109,"Daylight","Fylde","Lancashire","342770","431660",-2.869954,"E01025010",2,2,"0","5","Lancashire","Dry","Single carriageway","None",50,"13:20","Rural","Fine no high winds",2005,"No"
"200504A012005","A","5230","Unclassified","0","Slight","None",2005-03-01,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.778023,"Daylight","Blackpool","Blackpool","330960","431810",-3.049175,"E01012727",2,2,"0","0","Lancashire","Dry","Dual carriageway","None",30,"11:54","Urban","Fine no high winds",2005,"No"
"200504A012105","Unclassified","0","Unclassified","0","Slight","None",2005-02-28,"Monday","1","Give way or uncontrolled","Mini-roundabout",53.858582,"Darkness - lights lit","Blackpool","Blackpool","332620","440750",-3.02595,"E01012704",3,2,"0","0","Lancashire","Wet or damp","Roundabout","None",30,"19:45","Urban","Raining no high winds",2005,"No"
"200504A012205","A","583",NA,"0","Slight","None",2005-03-04,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.775848,"Daylight","Fylde","Lancashire","344290","431390",-2.846842,"E01025014",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",50,"08:00","Rural","Fine no high winds",2005,"No"
"200504A012305","A","584","Unclassified","0","Slight","None",2005-03-06,"Sunday","1","Auto traffic signal","Other junction",53.79468,"Daylight","Blackpool","Blackpool","330520","433670",-3.056271,"E01012751",1,4,"0","4","Lancashire","Dry","Single carriageway","None",30,"16:20","Urban","Fine no high winds",2005,"No"
"200504A012405","Unclassified","0","Unclassified","0","Serious","None",2005-03-03,"Thursday","1","Give way or uncontrolled","T or staggered junction",53.838763,"Daylight","Blackpool","Blackpool","332250","438550",-3.031088,"E01012690",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:00","Urban","Fine no high winds",2005,"No"
"200504A012505","Unclassified","0","Unclassified","0","Slight","None",2005-02-28,"Monday","1","Give way or uncontrolled","T or staggered junction",53.818739,"Daylight","Blackpool","Blackpool","331690","436330",-3.039103,"E01012675",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:10","Urban","Fine no high winds",2005,"No"
"200504A012605","B","5266",NA,"0","Slight","None",2005-03-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",53.825247,"Daylight","Blackpool","Blackpool","333360","437030",-3.013893,"E01012722",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"08:00","Urban","Fine no high winds",2005,"No"
"200504A012705","Unclassified","0","Unclassified","0","Slight","None",2005-03-04,"Friday","1","Give way or uncontrolled","Crossroads",53.821387,"Daylight","Blackpool","Blackpool","331320","436630",-3.04479,"E01012679",3,2,"0","0","Lancashire","Dry","One way street","None",30,"08:27","Urban","Fine no high winds",2005,"No"
